ID,Make,Model,Engine,Fuel,Driveline,Hybrid,City,Highway,Transmission,Year,Horsepower,Torque
2011 Buick Enclave CXL-1 AWD,Buick,2011 Buick Enclave,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2011,288,270
2010 Buick Enclave CXL-2,Buick,2010 Buick Enclave,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,Gasoline,Front-wheel drive,True,17,24,Automatic transmission,2010,288,270
2010 Buick Enclave CX AWD,Buick,2010 Buick Enclave,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2010,288,270
2010 Buick Enclave CXL-1 AWD,Buick,2010 Buick Enclave,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2010,288,270
2010 Buick Enclave CX,Buick,2010 Buick Enclave,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,Gasoline,Front-wheel drive,True,17,24,Automatic transmission,2010,288,270
2010 Buick Enclave CXL-2 AWD,Buick,2010 Buick Enclave,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2010,288,270
2010 Buick Enclave CXL-1,Buick,2010 Buick Enclave,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,Gasoline,Front-wheel drive,True,17,24,Automatic transmission,2010,288,270
2011 Suzuki Grand Vitara,Suzuki,2011 Suzuki Grand Vitara,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,Gasoline,Rear-wheel drive,True,19,26,Manual transmission,2011,166,162
2011 Suzuki Grand Vitara Premium,Suzuki,2011 Suzuki Grand Vitara,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,Gasoline,Rear-wheel drive,True,19,25,Automatic transmission,2011,166,162
2011 Suzuki Grand Vitara Premium 4WD,Suzuki,2011 Suzuki Grand Vitara,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,Gasoline,Four-wheel drive,True,19,23,Automatic transmission,2011,166,162
2011 Suzuki Grand Vitara Limited,Suzuki,2011 Suzuki Grand Vitara,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,Gasoline,Rear-wheel drive,True,19,25,Automatic transmission,2011,166,162
2011 Suzuki Grand Vitara Limited 4WD,Suzuki,2011 Suzuki Grand Vitara,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,Gasoline,Four-wheel drive,True,19,23,Automatic transmission,2011,166,162
2011 Buick Lacrosse CX,Buick,2011 Buick Lacrosse,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,Gasoline,Front-wheel drive,True,19,30,Automatic transmission,2011,182,172
2011 Buick Lacrosse CXS,Buick,2011 Buick Lacrosse,Buick 3.6L 6 Cylinder 280 hp 259 ft-lbs,Gasoline,Front-wheel drive,True,17,27,Automatic transmission,2011,280,259
2011 Buick Lacrosse CXL AWD,Buick,2011 Buick Lacrosse,Buick 3.6L 6 Cylinder 280 hp 259 ft-lbs,Gasoline,All-wheel drive,True,16,26,Automatic transmission,2011,280,259
2011 Buick Lacrosse CXL,Buick,2011 Buick Lacrosse,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,Gasoline,Front-wheel drive,True,19,30,Automatic transmission,2011,182,172
2010 Buick Lacrosse CX,Buick,2010 Buick Lacrosse,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,Gasoline,Front-wheel drive,True,19,30,Automatic transmission,2010,182,172
2010 Buick Lacrosse CXL AWD,Buick,2010 Buick Lacrosse,Buick 3.0L 6 Cylinder 252 hp 215 ft-lbs,Gasoline,All-wheel drive,True,16,25,Automatic transmission,2010,252,215
2010 Buick Lacrosse CXS,Buick,2010 Buick Lacrosse,Buick 3.6L 6 Cylinder 280 hp 259 ft-lbs,Gasoline,Front-wheel drive,True,17,27,Automatic transmission,2010,280,259
2010 Buick Lacrosse CXL,Buick,2010 Buick Lacrosse,Buick 3.0L 6 Cylinder 255 hp 217 ft-lbs,Gasoline,Front-wheel drive,True,17,26,Automatic transmission,2010,255,217
2010 Buick Lacrosse CX V6,Buick,2010 Buick Lacrosse,Buick 3.0L 6 Cylinder 255 hp 217 ft-lbs,Gasoline,Front-wheel drive,True,17,26,Automatic transmission,2010,255,217
2010 Suzuki Grand Vitara,Suzuki,2010 Suzuki Grand Vitara,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,Gasoline,Rear-wheel drive,True,19,26,Manual transmission,2010,166,162
2010 Suzuki Grand Vitara Premium,Suzuki,2010 Suzuki Grand Vitara,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,Gasoline,Rear-wheel drive,True,19,25,Automatic transmission,2010,166,162
2010 Suzuki Grand Vitara Premium 4WD,Suzuki,2010 Suzuki Grand Vitara,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,Gasoline,Four-wheel drive,True,19,23,Automatic transmission,2010,166,162
2010 Suzuki Grand Vitara XSport,Suzuki,2010 Suzuki Grand Vitara,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,Gasoline,Rear-wheel drive,True,19,25,Automatic transmission,2010,166,162
2010 Suzuki Grand Vitara XSport 4WD,Suzuki,2010 Suzuki Grand Vitara,Suzuki 3.2L 6 Cylinder 230 hp 213 ft-lbs,Gasoline,Four-wheel drive,True,17,23,Automatic transmission,2010,230,213
2010 Suzuki Grand Vitara Limited,Suzuki,2010 Suzuki Grand Vitara,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,Gasoline,Rear-wheel drive,True,19,25,Automatic transmission,2010,166,162
2010 Suzuki Grand Vitara Limited 4WD,Suzuki,2010 Suzuki Grand Vitara,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,Gasoline,Four-wheel drive,True,19,23,Automatic transmission,2010,166,162
2010 Suzuki Grand Vitara Limited 3.2L 4WD,Suzuki,2010 Suzuki Grand Vitara,Suzuki 3.2L 6 Cylinder 230 hp 213 ft-lbs,Gasoline,Four-wheel drive,True,17,23,Automatic transmission,2010,230,213
2010 Suzuki Grand Vitara Special Edition,Suzuki,2010 Suzuki Grand Vitara,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,Gasoline,Four-wheel drive,True,19,23,Automatic transmission,2010,166,162
2011 GMC Savana Passenger 3500 LS,GMC,2011 GMC Savana,GMC 6.0L 8 Cylinder 324 hp 373 ft-lbs FFV,Gasoline,Rear-wheel drive,True,11,16,Automatic transmission,2011,324,373
2011 GMC Savana Passenger 3500 LT,GMC,2011 GMC Savana,GMC 6.0L 8 Cylinder 324 hp 373 ft-lbs FFV,E85,Rear-wheel drive,True,8,12,Automatic transmission,2011,324,373
2011 Honda Odyssey LX,Honda,2011 Honda Odyssey,Honda 3.5L 6 Cylinder 248 hp 250 ft-lbs,Gasoline,Front-wheel drive,True,18,27,Automatic transmission,2011,248,250
2011 Honda Odyssey EX,Honda,2011 Honda Odyssey,Honda 3.5L 6 Cylinder 248 hp 250 ft-lbs,Gasoline,Front-wheel drive,True,18,27,Automatic transmission,2011,248,250
2011 Honda Odyssey EX-L,Honda,2011 Honda Odyssey,Honda 3.5L 6 Cylinder 248 hp 250 ft-lbs,Gasoline,Front-wheel drive,True,18,27,Automatic transmission,2011,248,250
2011 Honda Odyssey Touring,Honda,2011 Honda Odyssey,Honda 3.5L 6 Cylinder 248 hp 250 ft-lbs,Gasoline,Front-wheel drive,True,19,28,Automatic transmission,2011,248,250
2011 Honda Odyssey Touring Elite,Honda,2011 Honda Odyssey,Honda 3.5L 6 Cylinder 248 hp 250 ft-lbs,Gasoline,Front-wheel drive,True,19,28,Automatic transmission,2011,248,250
2011 GMC Savana Passenger 3500 Extended Wheelbase LS,GMC,2011 GMC Savana,GMC 6.0L 8 Cylinder 324 hp 373 ft-lbs FFV,Gasoline,Rear-wheel drive,True,11,16,Automatic transmission,2011,324,373
2011 GMC Savana Passenger 3500 Extended Wheelbase LT,GMC,2011 GMC Savana,GMC 6.0L 8 Cylinder 324 hp 373 ft-lbs FFV,Gasoline,Rear-wheel drive,True,11,16,Automatic transmission,2011,324,373
2011 GMC Savana Cargo 1500,GMC,2011 GMC Savana,GMC 4.3L 6 Cylinder 195 hp 260 ft-lbs,Gasoline,Rear-wheel drive,True,15,20,Automatic transmission,2011,195,260
2011 GMC Savana Cargo 1500 5.3L,GMC,2011 GMC Savana,GMC 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,E85,Rear-wheel drive,True,10,13,Automatic transmission,2011,310,334
2011 GMC Savana Cargo 1500 AWD,GMC,2011 GMC Savana,GMC 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,E85,All-wheel drive,True,10,13,Automatic transmission,2011,310,334
2011 GMC Savana Cargo 2500,GMC,2011 GMC Savana,GMC 4.8L 8 Cylinder 280 hp 295 ft-lbs FFV,E85,Rear-wheel drive,True,8,12,Automatic transmission,2011,280,295
2011 GMC Savana Cargo 2500 6L,GMC,2011 GMC Savana,GMC 6.0L 8 Cylinder 324 hp 373 ft-lbs FFV,E85,Rear-wheel drive,True,8,12,Automatic transmission,2011,324,373
2010 GMC Sierra 1500 Long Box WT 2WD 4.8L,GMC,2010 GMC Sierra 1500,GMC 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,E85,Rear-wheel drive,True,10,14,Automatic transmission,2010,302,305
2011 GMC Savana Cargo 2500 Extended Wheelbase,GMC,2011 GMC Savana,GMC 4.8L 8 Cylinder 280 hp 295 ft-lbs FFV,Gasoline,Rear-wheel drive,True,10,16,Automatic transmission,2011,280,295
2011 GMC Savana Cargo 3500,GMC,2011 GMC Savana,GMC 4.8L 8 Cylinder 280 hp 295 ft-lbs FFV,E85,Rear-wheel drive,True,8,12,Automatic transmission,2011,280,295
2010 GMC Sierra 1500 Long Box WT 2WD,GMC,2010 GMC Sierra 1500,GMC 4.3L 6 Cylinder 195 hp 260 ft-lbs,Gasoline,Rear-wheel drive,True,15,20,Automatic transmission,2010,195,260
2011 GMC Savana Cargo 3500 Extended Wheelbase,GMC,2011 GMC Savana,GMC 4.8L 8 Cylinder 280 hp 295 ft-lbs FFV,E85,Rear-wheel drive,True,8,12,Automatic transmission,2011,280,295
2011 Subaru Forester 2.5X AT,Subaru,2011 Subaru Forester,Subaru 2.5L 4 Cylinder 170 hp 174 ft-lbs,Gasoline,All-wheel drive,True,21,27,Automatic transmission,2011,170,174
2011 Subaru Forester 2.5X Premium AT,Subaru,2011 Subaru Forester,Subaru 2.5L 4 Cylinder 170 hp 174 ft-lbs,Gasoline,All-wheel drive,True,21,27,Automatic transmission,2011,170,174
2010 Honda Odyssey LX,Honda,2010 Honda Odyssey,Honda 3.5L 6 Cylinder 244 hp 240 ft-lbs,Gasoline,Front-wheel drive,True,16,23,Automatic transmission,2010,244,240
2010 Honda Odyssey EX,Honda,2010 Honda Odyssey,Honda 3.5L 6 Cylinder 244 hp 240 ft-lbs,Gasoline,Front-wheel drive,True,16,23,Automatic transmission,2010,244,240
2010 Honda Odyssey EX-L,Honda,2010 Honda Odyssey,Honda 3.5L 6 Cylinder 244 hp 245 ft-lbs,Gasoline,Front-wheel drive,True,17,25,Automatic transmission,2010,244,245
2010 Honda Odyssey Touring,Honda,2010 Honda Odyssey,Honda 3.5L 6 Cylinder 244 hp 245 ft-lbs,Gasoline,Front-wheel drive,True,17,25,Automatic transmission,2010,244,245
2010 GMC Savana Passenger 1500 LS,GMC,2010 GMC Savana,GMC 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,E85,Rear-wheel drive,True,10,13,Automatic transmission,2010,310,334
2010 GMC Savana Passenger 1500 LS AWD,GMC,2010 GMC Savana,GMC 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,Gasoline,All-wheel drive,True,13,17,Automatic transmission,2010,310,334
2010 GMC Savana Passenger 1500 LT,GMC,2010 GMC Savana,GMC 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,E85,Rear-wheel drive,True,10,13,Automatic transmission,2010,310,334
2010 GMC Savana Passenger 1500 LT AWD,GMC,2010 GMC Savana,GMC 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,E85,All-wheel drive,True,9,12,Automatic transmission,2010,310,334
2011 Suzuki Kizashi S,Suzuki,2011 Suzuki Kizashi,Suzuki 2.4L 4 Cylinder 185 hp 170 ft-lbs,Gasoline,Front-wheel drive,True,21,31,Manual transmission,2011,185,170
2011 Suzuki Kizashi Sport GTS,Suzuki,2011 Suzuki Kizashi,Suzuki 2.4L 4 Cylinder 185 hp 170 ft-lbs,Gasoline,Front-wheel drive,True,20,29,Manual transmission,2011,185,170
2010 GMC Savana Cargo 1500,GMC,2010 GMC Savana,GMC 4.3L 6 Cylinder 195 hp 260 ft-lbs,Gasoline,Rear-wheel drive,True,15,20,Automatic transmission,2010,195,260
2010 GMC Savana Cargo 1500 AWD,GMC,2010 GMC Savana,GMC 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,Gasoline,All-wheel drive,True,13,18,Automatic transmission,2010,310,334
2010 Suzuki Kizashi S,Suzuki,2010 Suzuki Kizashi,Suzuki 2.4L 4 Cylinder 185 hp 170 ft-lbs,Gasoline,Front-wheel drive,True,21,31,Manual transmission,2010,185,170
2010 Suzuki Kizashi GTS,Suzuki,2010 Suzuki Kizashi,Suzuki 2.4L 4 Cylinder 185 hp 170 ft-lbs,Gasoline,Front-wheel drive,True,20,29,Manual transmission,2010,185,170
2010 Suzuki Kizashi SLS,Suzuki,2010 Suzuki Kizashi,Suzuki 2.4L 4 Cylinder 185 hp 170 ft-lbs,Gasoline,Front-wheel drive,True,20,29,Manual transmission,2010,185,170
2011 Saab 9-3 2.0T Aero Convertible MT,Saab,2011 Saab 9-3 Convertible,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,Front-wheel drive,True,20,29,Manual transmission,2011,210,221
2011 Saab 9-3 2.0T Convertible,Saab,2011 Saab 9-3 Convertible,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,Front-wheel drive,True,20,29,Manual transmission,2011,210,221
2011 Saab 9-3 2.0T Convertible AT,Saab,2011 Saab 9-3 Convertible,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,Front-wheel drive,True,19,27,Automatic transmission,2011,210,221
2011 Saab 9-3 2.0T Aero Convertible,Saab,2011 Saab 9-3 Convertible,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,Front-wheel drive,True,19,27,Automatic transmission,2011,210,221
2010 Saab 9-3 2.0T Convertible AT,Saab,2010 Saab 9-3 Convertible,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,Front-wheel drive,True,19,27,Automatic transmission,2010,210,221
2010 Saab 9-3 2.0T Aero Convertible MT,Saab,2010 Saab 9-3 Convertible,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,Front-wheel drive,True,20,29,Manual transmission,2010,210,221
2010 Saab 9-3 2.0T Convertible,Saab,2010 Saab 9-3 Convertible,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,Front-wheel drive,True,20,29,Manual transmission,2010,210,221
2010 Saab 9-3 2.0T Aero Convertible,Saab,2010 Saab 9-3 Convertible,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,Front-wheel drive,True,19,27,Automatic transmission,2010,210,221
2011 Suzuki SX4 Sport Sedan,Suzuki,2011 Suzuki SX4 Sedan,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,Gasoline,Front-wheel drive,True,23,33,Manual transmission,2011,150,140
2011 Suzuki SX4 Sport Sedan S,Suzuki,2011 Suzuki SX4 Sedan,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,Gasoline,Front-wheel drive,True,23,32,Manual transmission,2011,150,140
2011 Suzuki SX4 Sport Sedan LE,Suzuki,2011 Suzuki SX4 Sedan,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,Gasoline,Front-wheel drive,True,23,33,Manual transmission,2011,150,140
2010 Suzuki SX4 Sportback GTS,Suzuki,2010 Suzuki SX4 Sportback,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,Gasoline,Front-wheel drive,True,22,30,Manual transmission,2010,150,140
2011 Suzuki SX4 Sportback,Suzuki,2011 Suzuki SX4 Sportback,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,Gasoline,Front-wheel drive,True,22,30,Manual transmission,2011,150,140
2011 Suzuki SX4 Sportback Technology,Suzuki,2011 Suzuki SX4 Sportback,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,Gasoline,Front-wheel drive,True,22,30,Manual transmission,2011,150,140
2010 Suzuki SX4 Sport,Suzuki,2010 Suzuki SX4 Sedan,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,Gasoline,Front-wheel drive,True,23,33,Manual transmission,2010,150,140
2010 Suzuki SX4 Sport S,Suzuki,2010 Suzuki SX4 Sedan,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,Gasoline,Front-wheel drive,True,23,32,Manual transmission,2010,150,140
2010 Suzuki SX4 Sport LE,Suzuki,2010 Suzuki SX4 Sedan,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,Gasoline,Front-wheel drive,True,23,33,Manual transmission,2010,150,140
2011 Saab 9-3 2.0T Sport Sedan AT,Saab,2011 Saab 9-3 Sport Sedan,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,Front-wheel drive,True,19,28,Automatic transmission,2011,210,221
2011 Saab 9-3 2.0T Aero Sport Sedan,Saab,2011 Saab 9-3 Sport Sedan,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,Front-wheel drive,True,19,28,Automatic transmission,2011,210,221
2011 Saab 9-3 2.0T Aero Sport Sedan MT,Saab,2011 Saab 9-3 Sport Sedan,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,Front-wheel drive,True,21,31,Manual transmission,2011,210,221
2011 Saab 9-3 2.0T Aero Sport Sedan XWD,Saab,2011 Saab 9-3 Sport Sedan,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,All-wheel drive,True,17,27,Automatic transmission,2011,210,221
2011 Saab 9-3 2.0T Sport Sedan XWD,Saab,2011 Saab 9-3 Sport Sedan,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,All-wheel drive,True,17,27,Automatic transmission,2011,210,221
2011 Saab 9-3 2.0T Sport Sedan,Saab,2011 Saab 9-3 Sport Sedan,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,Front-wheel drive,True,21,31,Manual transmission,2011,210,221
2011 Saab 9-3 2.0T Aero Sport Sedan XWD MT,Saab,2011 Saab 9-3 Sport Sedan,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,All-wheel drive,True,20,29,Manual transmission,2011,210,221
2011 Saab 9-3 2.0T Sport Sedan XWD MT,Saab,2011 Saab 9-3 Sport Sedan,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,All-wheel drive,True,20,29,Manual transmission,2011,210,221
2010 Subaru Forester 2.5XT Premium,Subaru,2010 Subaru Forester,Subaru 2.5L 4 cylinder 224 hp 226 ft-lbs Turbo,Gasoline,All-wheel drive,True,19,24,Automatic transmission,2010,224,226
2010 Subaru Forester 2.5X,Subaru,2010 Subaru Forester,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,Gasoline,All-wheel drive,True,20,27,Manual transmission,2010,170,170
2010 Subaru Forester 2.5X Limited,Subaru,2010 Subaru Forester,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,Gasoline,All-wheel drive,True,20,26,Automatic transmission,2010,170,170
2010 Subaru Forester 2.5X AT,Subaru,2010 Subaru Forester,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,Gasoline,All-wheel drive,True,20,26,Automatic transmission,2010,170,170
2010 Subaru Forester 2.5XT Limited,Subaru,2010 Subaru Forester,Subaru 2.5L 4 cylinder 224 hp 226 ft-lbs Turbo,Gasoline,All-wheel drive,True,19,24,Automatic transmission,2010,224,226
2010 Subaru Forester 2.5X Premium,Subaru,2010 Subaru Forester,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,Gasoline,All-wheel drive,True,20,27,Manual transmission,2010,170,170
2010 Subaru Forester 2.5X Premium AT,Subaru,2010 Subaru Forester,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,Gasoline,All-wheel drive,True,20,26,Automatic transmission,2010,170,170
2011 Lexus ES 350,Lexus,2011 Lexus ES,Lexus 3.5L 6 Cylinder 268 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,19,27,Automatic transmission,2011,268,248
2010 Lexus GS 350 AWD Sedan,Lexus,2010 Lexus GS,Lexus 3.5L 6 Cylinder 303hp 274ft-lbs,Gasoline,All-wheel drive,True,18,25,Automatic transmission,2010,303,274
2010 Lexus GS 350 Sedan,Lexus,2010 Lexus GS,Lexus 3.5L 6 Cylinder 303hp 274ft-lbs,Gasoline,Rear-wheel drive,True,19,26,Automatic transmission,2010,303,274
2010 Lexus GS 460 Sedan,Lexus,2010 Lexus GS,Lexus 4.6L 8 Cylinder 342hp 339ft-lbs,Gasoline,Rear-wheel drive,True,17,24,Automatic transmission,2010,342,339
2012 Subaru Impreza Sedan 2.0i,Subaru,2012 Subaru Impreza Sedan,Subaru 2.0L 4 Cylinder 148 hp 145 ft-lbs,Gasoline,All-wheel drive,True,25,34,Manual transmission,2012,148,145
2012 Subaru Impreza Sedan 2.0i PZEV,Subaru,2012 Subaru Impreza Sedan,Subaru 2.0L 4 Cylinder 148 hp 145 ft-lbs,Gasoline,All-wheel drive,True,25,34,Manual transmission,2012,148,145
2012 Subaru Impreza Sedan 2.0i Premium PZEV,Subaru,2012 Subaru Impreza Sedan,Subaru 2.0L 4 Cylinder 148 hp 145 ft-lbs,Gasoline,All-wheel drive,True,25,34,Manual transmission,2012,148,145
2012 Subaru Impreza Sedan 2.0i Premium,Subaru,2012 Subaru Impreza Sedan,Subaru 2.0L 4 Cylinder 148 hp 145 ft-lbs,Gasoline,All-wheel drive,True,25,34,Manual transmission,2012,148,145
2011 Buick Lucerne CXL,Buick,2011 Buick Lucerne,Buick 3.9L 6 Cylinder 227 hp 237 ft-lbs FFV,E85,Front-wheel drive,True,13,20,Automatic transmission,2011,227,237
2011 Buick Lucerne CXL Premium,Buick,2011 Buick Lucerne,Buick 3.9L 6 Cylinder 227 hp 237 ft-lbs FFV,E85,Front-wheel drive,True,13,20,Automatic transmission,2011,227,237
2011 Buick Lucerne Super,Buick,2011 Buick Lucerne,Buick 4.6L 8 Cylinder 292 hp 288 ft-lbs,Gasoline,Front-wheel drive,True,15,23,Automatic transmission,2011,292,288
2011 Buick Lucerne CX,Buick,2011 Buick Lucerne,Buick 3.9L 6 Cylinder 227 hp 237 ft-lbs FFV,E85,Front-wheel drive,True,13,20,Automatic transmission,2011,227,237
2010 Buick Lucerne CX-2,Buick,2010 Buick Lucerne,Buick 3.9L 6 Cylinder 227 hp 237 ft-lbs FFV,Gasoline,Front-wheel drive,True,17,26,Automatic transmission,2010,227,237
2010 Buick Lucerne CXL,Buick,2010 Buick Lucerne,Buick 3.9L 6 Cylinder 227 hp 237 ft-lbs FFV,Gasoline,Front-wheel drive,True,17,26,Automatic transmission,2010,227,237
2010 Buick Lucerne CX,Buick,2010 Buick Lucerne,Buick 3.9L 6 Cylinder 227 hp 237 ft-lbs FFV,Gasoline,Front-wheel drive,True,17,26,Automatic transmission,2010,227,237
2010 Buick Lucerne CXL Special Edition,Buick,2010 Buick Lucerne,Buick 3.9L 6 Cylinder 227 hp 237 ft-lbs FFV,E85,Front-wheel drive,True,13,20,Automatic transmission,2010,227,237
2010 Buick Lucerne CXL-5,Buick,2010 Buick Lucerne,Buick 3.9L 6 Cylinder 227 hp 237 ft-lbs FFV,Gasoline,Front-wheel drive,True,17,26,Automatic transmission,2010,227,237
2010 Buick Lucerne CXL Premium,Buick,2010 Buick Lucerne,Buick 3.9L 6 Cylinder 227 hp 237 ft-lbs FFV,Gasoline,Front-wheel drive,True,17,26,Automatic transmission,2010,227,237
2010 Buick Lucerne CXL-3,Buick,2010 Buick Lucerne,Buick 3.9L 6 Cylinder 227 hp 237 ft-lbs FFV,Gasoline,Front-wheel drive,True,17,26,Automatic transmission,2010,227,237
2010 Buick Lucerne Super,Buick,2010 Buick Lucerne,Buick 4.6L 8 Cylinder 292 hp 288 ft-lbs,Gasoline,Front-wheel drive,True,15,22,Automatic transmission,2010,292,288
2010 Buick Lucerne CXL-4,Buick,2010 Buick Lucerne,Buick 3.9L 6 Cylinder 227 hp 237 ft-lbs FFV,Gasoline,Front-wheel drive,True,17,26,Automatic transmission,2010,227,237
2011 Buick Regal CXL Turbo,Buick,2011 Buick Regal,Buick 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,E85,Front-wheel drive,True,13,21,Automatic transmission,2011,220,258
2011 Buick Regal CXL,Buick,2011 Buick Regal,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,Gasoline,Front-wheel drive,True,19,30,Automatic transmission,2011,182,172
2011 Aston Martin DB9 Volante,Aston Martin,2011 Aston Martin DB9 Volante,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,Gasoline,Rear-wheel drive,True,11,17,Manual transmission,2011,470,443
2011 Aston Martin DB9 Volante AT,Aston Martin,2011 Aston Martin DB9 Volante,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,Gasoline,Rear-wheel drive,True,13,20,Automatic transmission,2011,470,443
2010 Saab 9-3 2.0T Aero Sport Sedan,Saab,2010 Saab 9-3 Sport Sedan,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,Front-wheel drive,True,19,28,Automatic transmission,2010,210,221
2010 Saab 9-3 2.0T Sport Sedan XWD,Saab,2010 Saab 9-3 Sport Sedan,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,All-wheel drive,True,17,27,Automatic transmission,2010,210,221
2010 Saab 9-3 2.0T Aero Sport Sedan XWD,Saab,2010 Saab 9-3 Sport Sedan,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,All-wheel drive,True,17,27,Automatic transmission,2010,210,221
2010 Saab 9-3 2.0T Sport Sedan XWD MT,Saab,2010 Saab 9-3 Sport Sedan,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,All-wheel drive,True,20,29,Manual transmission,2010,210,221
2010 Saab 9-3 2.0T Sport Sedan AT,Saab,2010 Saab 9-3 Sport Sedan,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,Front-wheel drive,True,19,28,Automatic transmission,2010,210,221
2010 Saab 9-3 2.0T Sport Sedan,Saab,2010 Saab 9-3 Sport Sedan,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,Front-wheel drive,True,21,31,Manual transmission,2010,210,221
2011 Jeep  Grand Cherokee Laredo 4x2,Grand Cherokee,2011 Jeep Grand Cherokee,Jeep 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,Gasoline,Rear-wheel drive,True,16,23,Automatic transmission,2011,290,260
