ID;Make;Model;Fuel;Transmission;;Location
2012 Hyundai Accent Sedan GLS AT;Hyundai;2012 Hyundai Accent Sedan;Gasoline;Automatic transmission;;IKEA Pallady
2011 Hyundai Accent Sedan GLS AT;Hyundai;2011 Hyundai Accent Sedan;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Hyundai Accent Sedan GLS;Hyundai;2011 Hyundai Accent Sedan;Gasoline;Manual transmission;;University Square
2010 Hyundai Accent Sedan GLS;Hyundai;2010 Hyundai Accent Sedan;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Hyundai Accent Sedan GLS AT;Hyundai;2010 Hyundai Accent Sedan;Gasoline;Automatic transmission;;IKEA Pallady
2011 Hyundai Azera GLS;Hyundai;2011 Hyundai Azera;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Hyundai Azera Limited;Hyundai;2011 Hyundai Azera;Gasoline;Automatic transmission;;University Square
2010 Hyundai Azera Limited;Hyundai;2010 Hyundai Azera;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Hyundai Azera GLS;Hyundai;2010 Hyundai Azera;Gasoline;Automatic transmission;;IKEA Pallady
2011 Audi Q7 3.0 T S Line;Audi;2011 Audi Q7;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Audi Q7 3.0 T;Audi;2011 Audi Q7;Gasoline;Automatic transmission;;University Square
2011 Audi Q7 3.0 TDI;Audi;2011 Audi Q7;Diesel fuel;Automatic transmission;;Baneasa Shopping City
2010 Audi Q7 3.6;Audi;2010 Audi Q7;Gasoline;Automatic transmission;;IKEA Pallady
2010 Audi Q7 3.0 TDI;Audi;2010 Audi Q7;Diesel fuel;Automatic transmission;;Afi Cotroceni
2010 Audi Q7 4.2;Audi;2010 Audi Q7;Gasoline;Automatic transmission;;University Square
2011 Toyota RAV4;Toyota;2011 Toyota RAV4;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Toyota RAV4 4WD;Toyota;2011 Toyota RAV4;Gasoline;Automatic transmission;;IKEA Pallady
2011 Toyota RAV4 V6;Toyota;2011 Toyota RAV4;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Toyota RAV4 V6 4WD;Toyota;2011 Toyota RAV4;Gasoline;Automatic transmission;;University Square
2011 Toyota RAV4 Sport;Toyota;2011 Toyota RAV4;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Toyota RAV4 Sport 4WD;Toyota;2011 Toyota RAV4;Gasoline;Automatic transmission;;IKEA Pallady
2011 Toyota RAV4 Sport V6;Toyota;2011 Toyota RAV4;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Toyota RAV4 Sport V6 4WD;Toyota;2011 Toyota RAV4;Gasoline;Automatic transmission;;University Square
2011 Toyota RAV4 Limited;Toyota;2011 Toyota RAV4;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Toyota RAV4 Limited 4WD;Toyota;2011 Toyota RAV4;Gasoline;Automatic transmission;;IKEA Pallady
2011 Toyota RAV4 Limited V6;Toyota;2011 Toyota RAV4;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Toyota RAV4 Limited V6 4WD;Toyota;2011 Toyota RAV4;Gasoline;Automatic transmission;;University Square
2009 Nissan Cube 1.8 S;Nissan;2009 Nissan Cube;Gasoline;Manual transmission;;Baneasa Shopping City
2009 Nissan Cube 1.8;Nissan;2009 Nissan Cube;Gasoline;Manual transmission;;IKEA Pallady
2011 Volvo S40 R-Design;Volvo;2011 Volvo S40;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Chevrolet Camaro Convertible 1LT;Chevrolet;2012 Chevrolet Camaro Convertible;Gasoline;Manual transmission;;University Square
2012 Chevrolet Camaro Convertible 1LT AT;Chevrolet;2012 Chevrolet Camaro Convertible;Gasoline;Automatic transmission;;Baneasa Shopping City
2012 Chevrolet Camaro Convertible 2LT;Chevrolet;2012 Chevrolet Camaro Convertible;Gasoline;Manual transmission;;IKEA Pallady
2012 Chevrolet Camaro Convertible 2LT AT;Chevrolet;2012 Chevrolet Camaro Convertible;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Chevrolet Camaro Convertible 1SS;Chevrolet;2012 Chevrolet Camaro Convertible;Gasoline;Manual transmission;;University Square
2012 Chevrolet Camaro Convertible 1SS AT;Chevrolet;2012 Chevrolet Camaro Convertible;Gasoline;Automatic transmission;;Baneasa Shopping City
2012 Chevrolet Camaro Convertible 2SS;Chevrolet;2012 Chevrolet Camaro Convertible;Gasoline;Manual transmission;;IKEA Pallady
2012 Chevrolet Camaro Convertible 2SS AT;Chevrolet;2012 Chevrolet Camaro Convertible;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Nissan Juke SL;Nissan;2011 Nissan Juke;Gasoline;Manual transmission;;University Square
2011 Nissan Juke SV;Nissan;2011 Nissan Juke;Gasoline;Manual transmission;;Baneasa Shopping City
2011 Chevrolet Camaro Convertible 1LT;Chevrolet;2011 Chevrolet Camaro Convertible;Gasoline;Manual transmission;;IKEA Pallady
2011 Chevrolet Camaro Convertible 1LT AT;Chevrolet;2011 Chevrolet Camaro Convertible;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Chevrolet Camaro Convertible 2LT;Chevrolet;2011 Chevrolet Camaro Convertible;Gasoline;Manual transmission;;University Square
2011 Chevrolet Camaro Convertible 2LT AT;Chevrolet;2011 Chevrolet Camaro Convertible;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Chevrolet Camaro Convertible 1SS;Chevrolet;2011 Chevrolet Camaro Convertible;Gasoline;Manual transmission;;IKEA Pallady
2011 Chevrolet Camaro Convertible 1SS AT;Chevrolet;2011 Chevrolet Camaro Convertible;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Chevrolet Camaro Convertible 2SS;Chevrolet;2011 Chevrolet Camaro Convertible;Gasoline;Manual transmission;;University Square
2011 Chevrolet Camaro Convertible 2SS AT;Chevrolet;2011 Chevrolet Camaro Convertible;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Mercedes-Benz C300 Sport FFV;Mercedes;2010 Mercedes-Benz C-Class;Gasoline;Manual transmission;;IKEA Pallady
2010 Mercedes-Benz C300 Sport AT FFV;Mercedes;2010 Mercedes-Benz C-Class;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Mercedes-Benz C350 Sport;Mercedes;2010 Mercedes-Benz C-Class;Gasoline;Automatic transmission;;University Square
2010 BMW 128i Convertible AT;BMW Motorrad;2010 BMW 1 Series Convertible;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 BMW 135i Convertible;BMW;2010 BMW 1 Series Convertible;Gasoline;Manual transmission;;IKEA Pallady
2010 BMW 135i Convertible AT;BMW;2010 BMW 1 Series Convertible;Gasoline;Automatic transmission;;Afi Cotroceni
2010 BMW 128i Convertible;BMW Motorrad;2010 BMW 1 Series Convertible;Gasoline;Manual transmission;;University Square
2012 Chevrolet Camaro Coupe 1LT;Chevrolet;2012 Chevrolet Camaro Coupe;Gasoline;Manual transmission;;Baneasa Shopping City
2012 Chevrolet Camaro Coupe 1LT AT;Chevrolet;2012 Chevrolet Camaro Coupe;Gasoline;Automatic transmission;;IKEA Pallady
2012 Chevrolet Camaro Coupe 2LT;Chevrolet;2012 Chevrolet Camaro Coupe;Gasoline;Manual transmission;;Afi Cotroceni
2012 Chevrolet Camaro Coupe 2LT AT;Chevrolet;2012 Chevrolet Camaro Coupe;Gasoline;Automatic transmission;;University Square
2012 Chevrolet Camaro Coupe 1SS;Chevrolet;2012 Chevrolet Camaro Coupe;Gasoline;Manual transmission;;Baneasa Shopping City
2012 Chevrolet Camaro Coupe 1SS AT;Chevrolet;2012 Chevrolet Camaro Coupe;Gasoline;Automatic transmission;;IKEA Pallady
2012 Chevrolet Camaro Coupe 2SS;Chevrolet;2012 Chevrolet Camaro Coupe;Gasoline;Manual transmission;;Afi Cotroceni
2012 Chevrolet Camaro Coupe 2SS AT;Chevrolet;2012 Chevrolet Camaro Coupe;Gasoline;Automatic transmission;;University Square
2012 Chevrolet Camaro Coupe 1LS;Chevrolet;2012 Chevrolet Camaro Coupe;Gasoline;Manual transmission;;Baneasa Shopping City
2012 Chevrolet Camaro Coupe 2LS;Chevrolet;2012 Chevrolet Camaro Coupe;Gasoline;Automatic transmission;;IKEA Pallady
2010 Mercedes-Benz C300 Sport 4MATIC;Mercedes;2010 Mercedes-Benz C-Class;E85;Automatic transmission;;Afi Cotroceni
2010 Mercedes-Benz C300 Luxury;Mercedes;2010 Mercedes-Benz C-Class;Gasoline;Automatic transmission;;University Square
2012 Hyundai Elantra Sedan Limited PZEV;Hyundai;2012 Hyundai Elantra Sedan;Gasoline;Automatic transmission;;Baneasa Shopping City
2012 Hyundai Elantra Sedan GLS AT;Hyundai;2012 Hyundai Elantra Sedan;Gasoline;Automatic transmission;;IKEA Pallady
2012 Hyundai Elantra Sedan GLS;Hyundai;2012 Hyundai Elantra Sedan;Gasoline;Manual transmission;;Afi Cotroceni
2012 Hyundai Elantra Sedan GLS PZEV;Hyundai;2012 Hyundai Elantra Sedan;Gasoline;Automatic transmission;;University Square
2012 Hyundai Elantra Sedan Limited;Hyundai;2012 Hyundai Elantra Sedan;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Hyundai Elantra Sedan GLS AT;Hyundai;2011 Hyundai Elantra Sedan;Gasoline;Automatic transmission;;IKEA Pallady
2011 Hyundai Elantra Sedan Limited;Hyundai;2011 Hyundai Elantra Sedan;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Hyundai Elantra Sedan GLS PZEV;Hyundai;2011 Hyundai Elantra Sedan;Gasoline;Automatic transmission;;University Square
2011 Hyundai Elantra Sedan GLS;Hyundai;2011 Hyundai Elantra Sedan;Gasoline;Manual transmission;;Baneasa Shopping City
2011 Hyundai Elantra Sedan Limited PZEV;Hyundai;2011 Hyundai Elantra Sedan;Gasoline;Automatic transmission;;IKEA Pallady
2010 Hyundai Elantra Sedan SE;Hyundai;2010 Hyundai Elantra Sedan;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Hyundai Elantra Sedan GLS PZEV;Hyundai;2010 Hyundai Elantra Sedan;Gasoline;Automatic transmission;;University Square
2010 Hyundai Elantra Sedan Blue;Hyundai;2010 Hyundai Elantra Sedan;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Hyundai Elantra Sedan SE PZEV;Hyundai;2010 Hyundai Elantra Sedan;Gasoline;Automatic transmission;;IKEA Pallady
2010 Hyundai Elantra Sedan GLS;Hyundai;2010 Hyundai Elantra Sedan;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Ford Fusion S;Ford;2012 Ford Fusion;Gasoline;Manual transmission;;University Square
2012 Ford Fusion S AT;Ford;2012 Ford Fusion;Gasoline;Automatic transmission;;Baneasa Shopping City
2012 Ford Fusion SE;Ford;2012 Ford Fusion;Gasoline;Automatic transmission;;IKEA Pallady
2012 Ford Fusion V6 SE;Ford;2012 Ford Fusion;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Ford Fusion SEL;Ford;2012 Ford Fusion;Gasoline;Automatic transmission;;University Square
2012 Ford Fusion V6 SEL;Ford;2012 Ford Fusion;Gasoline;Automatic transmission;;Baneasa Shopping City
2012 Ford Fusion V6 SEL AWD;Ford;2012 Ford Fusion;E85;Automatic transmission;;IKEA Pallady
2012 Ford Fusion Sport;Ford;2012 Ford Fusion;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Ford Fusion Sport AWD;Ford;2012 Ford Fusion;Gasoline;Automatic transmission;;University Square
2011 Volkswagen CC Sport;Volkswagen;2011 Volkswagen CC;Gasoline;Manual transmission;;Baneasa Shopping City
2011 Volkswagen CC R-Line;Volkswagen;2011 Volkswagen CC;Gasoline;Manual transmission;;IKEA Pallady
2011 Volkswagen CC VR6 4Motion Executive;Volkswagen;2011 Volkswagen CC;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Ford Fusion S;Ford;2011 Ford Fusion;Gasoline;Manual transmission;;University Square
2011 Ford Fusion S AT;Ford;2011 Ford Fusion;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Ford Fusion SE;Ford;2011 Ford Fusion;Gasoline;Manual transmission;;IKEA Pallady
2011 Ford Fusion SEL;Ford;2011 Ford Fusion;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Ford Fusion V6 SEL;Ford;2011 Ford Fusion;E85;Automatic transmission;;University Square
2011 Ford Fusion V6 SEL AWD;Ford;2011 Ford Fusion;E85;Automatic transmission;;Baneasa Shopping City
2011 Ford Fusion Sport;Ford;2011 Ford Fusion;Gasoline;Automatic transmission;;IKEA Pallady
2011 Ford Fusion Sport AWD;Ford;2011 Ford Fusion;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Ford Fusion V6 SE;Ford;2011 Ford Fusion;E85;Automatic transmission;;University Square
2011 Ford Fusion SE AT;Ford;2011 Ford Fusion;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Ford Fusion S;Ford;2010 Ford Fusion;Gasoline;Manual transmission;;IKEA Pallady
2010 Ford Fusion S AT;Ford;2010 Ford Fusion;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Ford Fusion SE;Ford;2010 Ford Fusion;Gasoline;Manual transmission;;University Square
2010 Ford Fusion V6 SE;Ford;2010 Ford Fusion;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Ford Fusion SEL;Ford;2010 Ford Fusion;Gasoline;Automatic transmission;;IKEA Pallady
2010 Ford Fusion V6 SEL;Ford;2010 Ford Fusion;E85;Automatic transmission;;Afi Cotroceni
2010 Ford Fusion V6 SEL AWD;Ford;2010 Ford Fusion;E85;Automatic transmission;;University Square
2010 Ford Fusion Sport;Ford;2010 Ford Fusion;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Ford Fusion Sport AWD;Ford;2010 Ford Fusion;Gasoline;Automatic transmission;;IKEA Pallady
2010 Ford Fusion SE AT;Ford;2010 Ford Fusion;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Kia Forte LX;Kia;2011 Kia Forte;Gasoline;Manual transmission;;University Square
2011 Kia Forte LX AT;Kia;2011 Kia Forte;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Kia Forte EX;Kia;2011 Kia Forte;Gasoline;Automatic transmission;;IKEA Pallady
2011 Kia Forte SX;Kia;2011 Kia Forte;Gasoline;Automatic transmission;;Afi Cotroceni
2009 Audi Q7 3.0 TDI;Audi;2009 Audi Q7;Diesel fuel;Automatic transmission;;University Square
2011 Kia Forte 5-Door EX;Kia;2011 Kia Forte 5-Door;Gasoline;Manual transmission;;Baneasa Shopping City
2011 Kia Forte 5-Door EX AT;Kia;2011 Kia Forte 5-Door;Gasoline;Automatic transmission;;IKEA Pallady
2011 Kia Forte 5-Door SX;Kia;2011 Kia Forte 5-Door;Gasoline;Manual transmission;;Afi Cotroceni
2011 Kia Forte 5-Door SX AT;Kia;2011 Kia Forte 5-Door;Gasoline;Automatic transmission;;University Square
2011 Kia Forte Koup EX;Kia;2011 Kia Forte Koup;Gasoline;Manual transmission;;Baneasa Shopping City
2011 Kia Forte Koup EX AT;Kia;2011 Kia Forte Koup;Gasoline;Automatic transmission;;IKEA Pallady
2011 Kia Forte Koup SX;Kia;2011 Kia Forte Koup;Gasoline;Manual transmission;;Afi Cotroceni
2011 Kia Forte Koup SX AT;Kia;2011 Kia Forte Koup;Gasoline;Automatic transmission;;University Square
2011 Audi R8 Coupe 4.2;Audi;2011 Audi R8 Coupe;Gasoline;Manual transmission;;Baneasa Shopping City
2011 Audi R8 Coupe 5.2;Audi;2011 Audi R8 Coupe;Gasoline;Manual transmission;;IKEA Pallady
2010 Kia Forte LX;Kia;2010 Kia Forte;Gasoline;Manual transmission;;Afi Cotroceni
2010 Kia Forte LX AT;Kia;2010 Kia Forte;Gasoline;Automatic transmission;;University Square
2010 Kia Forte EX;Kia;2010 Kia Forte;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Kia Forte EX 4sp. AT;Kia;2010 Kia Forte;Gasoline;Automatic transmission;;IKEA Pallady
2010 Kia Forte EX 5sp. AT;Kia;2010 Kia Forte;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Kia Forte SX;Kia;2010 Kia Forte;Gasoline;Manual transmission;;University Square
2010 Kia Forte SX AT;Kia;2010 Kia Forte;Gasoline;Automatic transmission;;Baneasa Shopping City
2012 Audi R8 Coupe 4.2;Audi;2012 Audi R8 Coupe;Gasoline;Manual transmission;;IKEA Pallady
2012 Audi R8 Coupe 5.2;Audi;2012 Audi R8 Coupe;Gasoline;Manual transmission;;Afi Cotroceni
2012 Hyundai Elantra Touring GLS AT;Hyundai;2012 Hyundai Elantra Touring;Gasoline;Automatic transmission;;University Square
2012 Hyundai Elantra Touring GLS;Hyundai;2012 Hyundai Elantra Touring;Gasoline;Manual transmission;;Baneasa Shopping City
2012 Hyundai Elantra Touring SE;Hyundai;2012 Hyundai Elantra Touring;Gasoline;Manual transmission;;IKEA Pallady
2012 Hyundai Elantra Touring SE AT;Hyundai;2012 Hyundai Elantra Touring;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Hyundai Elantra Touring GLS;Hyundai;2011 Hyundai Elantra Touring;Gasoline;Manual transmission;;University Square
2011 Hyundai Elantra Touring SE AT;Hyundai;2011 Hyundai Elantra Touring;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Hyundai Elantra Touring GLS AT;Hyundai;2011 Hyundai Elantra Touring;Gasoline;Automatic transmission;;IKEA Pallady
2011 Hyundai Elantra Touring SE;Hyundai;2011 Hyundai Elantra Touring;Gasoline;Manual transmission;;Afi Cotroceni
2010 Hyundai Elantra Touring GLS;Hyundai;2010 Hyundai Elantra Touring;Gasoline;Manual transmission;;University Square
2010 Hyundai Elantra Touring GLS AT;Hyundai;2010 Hyundai Elantra Touring;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Hyundai Elantra Touring SE;Hyundai;2010 Hyundai Elantra Touring;Gasoline;Manual transmission;;IKEA Pallady
2010 Hyundai Elantra Touring SE AT;Hyundai;2010 Hyundai Elantra Touring;Gasoline;Automatic transmission;;Afi Cotroceni
2009 Hyundai Elantra Touring;Hyundai;2009 Hyundai Elantra Touring;Gasoline;Manual transmission;;University Square
2009 Hyundai Elantra Touring AT;Hyundai;2009 Hyundai Elantra Touring;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Hyundai Equus Ultimate;Hyundai;2011 Hyundai Equus;Gasoline;Automatic transmission;;IKEA Pallady
2011 Hyundai Equus Signature;Hyundai;2011 Hyundai Equus;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Hyundai Genesis Sedan 4.6;Hyundai;2012 Hyundai Genesis Sedan;Gasoline;Automatic transmission;;University Square
2012 Hyundai Genesis Sedan 3.8;Hyundai;2012 Hyundai Genesis Sedan;Gasoline;Automatic transmission;;Baneasa Shopping City
2012 Hyundai Genesis Sedan 5.0 R-Spec;Hyundai;2012 Hyundai Genesis Sedan;Gasoline;Automatic transmission;;IKEA Pallady
2010 Kia Forte Koup EX;Kia;2010 Kia Forte Koup;Gasoline;Manual transmission;;Afi Cotroceni
2010 Kia Forte Koup EX AT;Kia;2010 Kia Forte Koup;Gasoline;Automatic transmission;;University Square
2010 Kia Forte Koup SX;Kia;2010 Kia Forte Koup;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Kia Forte Koup SX AT;Kia;2010 Kia Forte Koup;Gasoline;Automatic transmission;;IKEA Pallady
2011 Kia Optima LX MT;Kia;2011 Kia Optima;Gasoline;Manual transmission;;Afi Cotroceni
2011 Kia Optima LX AT;Kia;2011 Kia Optima;Gasoline;Automatic transmission;;University Square
2011 Kia Optima EX;Kia;2011 Kia Optima;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Kia Optima EX Turbo;Kia;2011 Kia Optima;Gasoline;Automatic transmission;;IKEA Pallady
2011 Kia Optima SX;Kia;2011 Kia Optima;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Honda Civic DX Coup;Honda;2010 Honda Civic Coup;Gasoline;Manual transmission;;University Square
2010 Honda Civic DX Coup AT;Honda;2010 Honda Civic Coup;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Honda Civic LX Coup;Honda;2010 Honda Civic Coup;Gasoline;Manual transmission;;IKEA Pallady
2010 Honda Civic LX Coup AT;Honda;2010 Honda Civic Coup;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Honda Civic EX Coup;Honda;2010 Honda Civic Coup;Gasoline;Manual transmission;;University Square
2010 Honda Civic EX Coup AT;Honda;2010 Honda Civic Coup;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Honda Civic EX-L Coup;Honda;2010 Honda Civic Coup;Gasoline;Manual transmission;;IKEA Pallady
2010 Honda Civic EX-L Coup AT;Honda;2010 Honda Civic Coup;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Honda Civic Si Coup;Honda;2010 Honda Civic Coup;Gasoline;Manual transmission;;University Square
2011 Kia Optima Hybrid;Kia;2011 Kia Optima Hybrid;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Kia Optima LX;Kia;2010 Kia Optima;Gasoline;Manual transmission;;IKEA Pallady
2010 Kia Optima LX AT;Kia;2010 Kia Optima;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Kia Optima EX;Kia;2010 Kia Optima;Gasoline;Automatic transmission;;University Square
2010 Kia Optima EX V6;Kia;2010 Kia Optima;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Kia Optima SX;Kia;2010 Kia Optima;Gasoline;Automatic transmission;;IKEA Pallady
2010 Kia Optima SX V6;Kia;2010 Kia Optima;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Kia Rio;Kia;2011 Kia Rio;Gasoline;Manual transmission;;University Square
2011 Kia Rio LX;Kia;2011 Kia Rio;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Kia Rio SX;Kia;2011 Kia Rio;Gasoline;Automatic transmission;;IKEA Pallady
2011 Hyundai Genesis Sedan 3.8;Hyundai;2011 Hyundai Genesis Sedan;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Hyundai Genesis Sedan 4.6;Hyundai;2011 Hyundai Genesis Sedan;Gasoline;Automatic transmission;;University Square
2010 Hyundai Genesis Sedan 4.6;Hyundai;2010 Hyundai Genesis Sedan;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Hyundai Genesis Sedan 3.8;Hyundai;2010 Hyundai Genesis Sedan;Gasoline;Automatic transmission;;IKEA Pallady
2012 Hyundai Genesis Coupe 2.0T;Hyundai;2012 Hyundai Genesis Coupe;Gasoline;Manual transmission;;Afi Cotroceni
2012 Hyundai Genesis Coupe 3.8 Track;Hyundai;2012 Hyundai Genesis Coupe;Gasoline;Manual transmission;;University Square
2012 Hyundai Genesis Coupe 3.8 Grand Touring;Hyundai;2012 Hyundai Genesis Coupe;Gasoline;Automatic transmission;;Baneasa Shopping City
2012 Hyundai Genesis Coupe 2.0T R-Spec;Hyundai;2012 Hyundai Genesis Coupe;Gasoline;Manual transmission;;IKEA Pallady
2012 Hyundai Genesis Coupe 2.0T AT;Hyundai;2012 Hyundai Genesis Coupe;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Hyundai Genesis Coupe 3.8 R-Spec;Hyundai;2012 Hyundai Genesis Coupe;Gasoline;Manual transmission;;University Square
2012 Hyundai Genesis Coupe 3.8 Track AT;Hyundai;2012 Hyundai Genesis Coupe;Gasoline;Automatic transmission;;Baneasa Shopping City
2012 Hyundai Genesis Coupe 2.0T Premium;Hyundai;2012 Hyundai Genesis Coupe;Gasoline;Automatic transmission;;IKEA Pallady
2011 Hyundai Genesis Coupe 2.0T AT;Hyundai;2011 Hyundai Genesis Coupe;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Hyundai Genesis Coupe 2.0T;Hyundai;2011 Hyundai Genesis Coupe;Gasoline;Manual transmission;;University Square
2011 Hyundai Genesis Coupe 2.0T Premium;Hyundai;2011 Hyundai Genesis Coupe;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Hyundai Genesis Coupe 3.8 Grand Touring;Hyundai;2011 Hyundai Genesis Coupe;Gasoline;Automatic transmission;;IKEA Pallady
2011 Hyundai Genesis Coupe 3.8 R-Spec;Hyundai;2011 Hyundai Genesis Coupe;Gasoline;Manual transmission;;Afi Cotroceni
2011 Hyundai Genesis Coupe 2.0T R-Spec;Hyundai;2011 Hyundai Genesis Coupe;Gasoline;Manual transmission;;University Square
2011 Hyundai Genesis Coupe 3.8 Track;Hyundai;2011 Hyundai Genesis Coupe;Gasoline;Manual transmission;;Baneasa Shopping City
2011 Hyundai Genesis Coupe 3.8 Track AT;Hyundai;2011 Hyundai Genesis Coupe;Gasoline;Automatic transmission;;IKEA Pallady
2010 Hyundai Genesis Coupe 2.0T Premium;Hyundai;2010 Hyundai Genesis Coupe;Gasoline;Manual transmission;;Afi Cotroceni
2010 Hyundai Genesis Coupe 3.8 AT;Hyundai;2010 Hyundai Genesis Coupe;Gasoline;Automatic transmission;;University Square
2010 Hyundai Genesis Coupe 3.8 Track AT;Hyundai;2010 Hyundai Genesis Coupe;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Hyundai Genesis Coupe 2.0T R-Spec;Hyundai;2010 Hyundai Genesis Coupe;Gasoline;Manual transmission;;IKEA Pallady
2010 Hyundai Genesis Coupe 2.0T Premium AT;Hyundai;2010 Hyundai Genesis Coupe;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Hyundai Genesis Coupe 2.0T Track;Hyundai;2010 Hyundai Genesis Coupe;Gasoline;Manual transmission;;University Square
2010 Hyundai Genesis Coupe 3.8;Hyundai;2010 Hyundai Genesis Coupe;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Hyundai Genesis Coupe 3.8 Grand Touring AT;Hyundai;2010 Hyundai Genesis Coupe;Gasoline;Automatic transmission;;IKEA Pallady
2010 Hyundai Genesis Coupe 3.8 Track;Hyundai;2010 Hyundai Genesis Coupe;Gasoline;Manual transmission;;Afi Cotroceni
2010 Hyundai Genesis Coupe 2.0T AT;Hyundai;2010 Hyundai Genesis Coupe;Gasoline;Automatic transmission;;University Square
2010 Hyundai Genesis Coupe 3.8 Grand Touring;Hyundai;2010 Hyundai Genesis Coupe;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Hyundai Genesis Coupe 2.0T;Hyundai;2010 Hyundai Genesis Coupe;Gasoline;Manual transmission;;IKEA Pallady
2010 Mercedes-Benz C63 AMG Sport;AMG;2010 Mercedes-Benz C-Class;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Volkswagen GTI 2-Door;Volkswagen;2010 Volkswagen GTI 2-Door;Gasoline;Manual transmission;;University Square
2011 Volkswagen GTI 2-Door;Volkswagen;2011 Volkswagen GTI 2-Door;Gasoline;Manual transmission;;Baneasa Shopping City
2012 Ford Mustang V6;Ford;2012 Ford Mustang Coup;Gasoline;Manual transmission;;IKEA Pallady
2012 Ford Mustang V6 AT;Ford;2012 Ford Mustang Coup;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Ford Mustang V6 Premium;Ford;2012 Ford Mustang Coup;Gasoline;Manual transmission;;University Square
2012 Ford Mustang V6 Premium AT;Ford;2012 Ford Mustang Coup;Gasoline;Automatic transmission;;Baneasa Shopping City
2012 Ford Mustang GT;Ford;2012 Ford Mustang Coup;Gasoline;Manual transmission;;IKEA Pallady
2012 Ford Mustang GT AT;Ford;2012 Ford Mustang Coup;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Ford Mustang GT Premium;Ford;2012 Ford Mustang Coup;Gasoline;Manual transmission;;University Square
2012 Ford Mustang GT Premium AT;Ford;2012 Ford Mustang Coup;Gasoline;Automatic transmission;;Baneasa Shopping City
